category,n,pct
employment_law,14960,0.017362227763228145
department_of_motor_vehicles,14928,0.017325089308119632
notary_public,14900,0.01729259315989969
motorcycle_manufacturer,14874,0.017262418165124024
sports_bar,14776,0.017148681646354212
automotive_consultant,14766,0.017137075879132803
fishing_club,14743,0.017110382614523564
builders,14717,0.0170802076197479
truck_dealer,14664,0.01701869705347443
weight_loss_center,14657,0.017010573016419443
e_commerce_service,14558,0.016895675920927493
musical_instrument_store,14533,0.01686666150287397
pet_breeder,14474,0.016798187476267656
key_and_locksmith,14328,0.01662874327483508
condominium,14164,0.016438408692403973
audiologist,14154,0.016426802925182563
water_heater_installation_repair,14081,0.016342080824466275
malaysian_restaurant,14058,0.016315387559857036
clinical_laboratories,14018,0.016268964490971396
dj_service,13941,0.016179600083366545
oil_and_gas,13914,0.016148264511868744
home_and_rental_insurance,13838,0.016060060680986032
local_and_state_government_offices,13803,0.0160194404957111
private_investigation,13702,0.01590222224677487
bus_station,13698,0.015897579939886306
dermatologist,13666,0.015860441484777794
plastic_fabrication_company,13485,0.015650377098070288
plastic_manufacturer,13402,0.015554049230132592
machine_and_tool_rentals,13368,0.0155145896215798
waxing,13356,0.01550066270091411
costume_store,13329,0.015469327129416304
custom_clothing,13323,0.01546236366908346
flea_market,13208,0.015328897346037255
marina,13181,0.01529756177453945
hydraulic_equipment_supplier,12982,0.015066607006833406
limo_services,12966,0.015048037779279152
abuse_and_addiction_treatment,12941,0.015019023361225627
videographer,12930,0.015006257017282079
horse_boarding,12918,0.014992330096616388
airport_terminal,12885,0.014954031064785739
boat_rental_and_training,12817,0.014875111847680155
structural_engineer,12805,0.014861184927014463
hot_dog_restaurant,12736,0.01478110513318674
passport_and_visa_services,12632,0.014660405154084084
plastic_surgeon,12611,0.014636033042919125
housing_authorities,12599,0.014622106122253434
tiling,12564,0.014581485936978502
logging_services,12430,0.01442596865621162
mills,12409,0.014401596545046658
beer_wine_and_spirits,12407,0.014399275391602379
golf_course,12400,0.014391151354547393
laundry_services,12399,0.01438999077782525
civilization_museum,12391,0.014380706164048124
boat_tours,12306,0.014282057142666145
medical_school,12201,0.014160196586841348
wood_and_pulp,12176,0.014131182168787825
boat_parts_and_accessories,12160,0.01411261294123357
electronic_parts_supplier,12129,0.014076635062847202
b2b_storage_and_warehouses,12109,0.014053423528404383
hookah_bar,12105,0.014048781221515821
tire_shop,12069,0.014007000459518746
electric_utility_provider,12067,0.014004679306074465
international_business_and_trade_services,12024,0.013954774507022406
occupational_safety,11989,0.013914154321747474
dairy_farm,11793,0.013686681284207853
amateur_sports_league,11782,0.013673914940264304
kitchen_and_bath,11656,0.013527682273274546
wheel_and_rim_repair,11528,0.013379128452840512
electrical_supply_store,11435,0.013271194817681404
maternity_centers,11434,0.013270034240959265
hospice,11414,0.013246822706516444
tree_services,11405,0.013236377516017176
labor_union,11312,0.01312844388085807
cabinet_sales_service,11244,0.013049524663752489
pan_asian_restaurant,11236,0.013040240049975362
auditorium,11092,0.01287311700198707
prenatal_perinatal_care,11084,0.012863832388209942
alcohol_and_drug_treatment_centers,11050,0.012824372779657152
packing_supply,10983,0.01274661413927371
designer_clothing,10965,0.012725723758275173
hotel_supply_service,10951,0.0127094756841652
pop_up_shop,10939,0.01269554876349951
peruvian_restaurant,10928,0.01268278241955596
pool_billiards,10924,0.012678140112667394
dim_sum_restaurant,10901,0.012651446848058155
gymnastics_center,10871,0.012616629546393927
educational_supply_store,10860,0.012603863202450378
child_care_and_day_care,10844,0.012585293974896121
lottery_ticket,10723,0.012444864191517071
tennis_court,10678,0.012392638239020728
airlines,10674,0.012387995932132165
educational_camp,10611,0.012314879598637288
fence_and_gate_sales_service,10588,0.012288186334028046
credit_and_debt_counseling,10576,0.012274259413362356
bagel_shop,10561,0.012256850762530242
apartments,10558,0.01225336903236382
patio_covers,10488,0.012172128661813955
airport_shuttles,10446,0.012123384439484037
caribbean_restaurant,10358,0.012021253687935635
car_stereo_store,10291,0.011943495047552195
security_services,10263,0.011910998899332248
race_track,10248,0.011893590248500134
fish_and_chips_restaurant,10241,0.011885466211445149
career_counseling,10121,0.011746197004788237
railroad_freight,10120,0.011745036428066097
book_magazine_distribution,10040,0.011652190290294824
zoo,10004,0.01161040952829775
tax_office,10000,0.011605767221409186
holding_companies,9949,0.011546577808579999
ryokan,9949,0.011546577808579999
architecture,9948,0.01154541723185786
restaurant_equipment_and_supply,9890,0.011478103781973685
real_estate_law,9841,0.01142123552258878
courthouse,9794,0.011366688416648157
business_office_supplies_and_stationery,9701,0.011258754781489052
mining,9665,0.011216974019491979
septic_services,9606,0.011148499992885665
commercial_printer,9572,0.011109040384332873
food_and_beverage_consultant,9521,0.011049850971503686
rental_services,9502,0.011027800013783009
teeth_whitening,9500,0.011025478860338727
recreational_vehicle_dealer,9461,0.010980216368175233
palace,9458,0.010976734638008809
bottled_water_company,9419,0.010931472145845313
castle,9404,0.010914063495013199
junk_removal_and_hauling,9401,0.010910581764846777
pet_boarding,9378,0.010883888500237535
festival,9331,0.010829341394296912
fertility,9295,0.010787560632299839
wellness_program,9288,0.010779436595244853
hearing_aid_provider,9262,0.010749261600469188
record_label,9241,0.010724889489304229
fair,9229,0.010710962568638538
courier_and_delivery_services,9180,0.010654094309253634
pressure_washing,9171,0.010643649118754366
dog_trainer,9158,0.010628561621366533
architect,9127,0.010592583742980164
wills_trusts_and_probate,9117,0.010580977975758755
