value,n,pct
4bf58dd8d48988d124941735,2552207,2.388052531659504
4d4b7105d754a06374d81259,2003524,1.8746600728078
4d954b06a243a5684965b473,1972450,1.8455847100457716
52f2ab2ebcbc57f1066b8b44,1948570,1.823240639029577
4bf58dd8d48988d110951735,1762438,1.64908039504355
4bf58dd8d48988d130941735,1575230,1.4739133579078816
4bf58dd8d48988d16d941735,1537606,1.4387092821996192
4d4b7105d754a06375d81259,1442647,1.3498579153810757
5454144b498ec1f095bff2f2,1395869,1.3060886124499385
4bf58dd8d48988d116941735,1315978,1.2313360924518313
4bf58dd8d48988d1fa931735,1142939,1.0694267245887117
4bf58dd8d48988d177941735,1036584,0.9699123329250862
4bf58dd8d48988d1f9931735,990428,0.9267250238035001
4bf58dd8d48988d103951735,963598,0.9016206927580854
4bf58dd8d48988d10a951735,918760,0.8596666116766728
4bf58dd8d48988d1e0931735,874306,0.8180718322397418
4bf58dd8d48988d132941735,872296,0.8161911126944088
4d4b7105d754a06378d81259,859613,0.8043238659314944
63be6904847c3692a84b9b3d,847802,0.7932725333195901
4bf58dd8d48988d113951735,835390,0.7816588562068176
4bf58dd8d48988d16a941735,802788,0.7511537723177901
4bf58dd8d48988d178941735,788421,0.7377108381348056
4bf58dd8d48988d1f8941735,772968,0.7232517539885219
4eb1bea83b7b6f98df247e06,748210,0.7000861547331222
4bf58dd8d48988d104941735,741291,0.693612175362894
4d954b0ea243a5684a65b473,739372,0.6918166028218522
63be6904847c3692a84b9b55,731508,0.6844584045609077
4f2a210c4b9023bd5841ed28,722769,0.6762814851048556
63be6904847c3692a84b9b6b,692445,0.6479078833672055
4d4b7104d754a06370d81259,681887,0.6380289595066954
4bf58dd8d48988d1ff941735,681161,0.6373496548350974
5032885091d4c4b30a586d66,679942,0.6362090592501418
4bf58dd8d48988d1ca941735,675778,0.6323128820427953
4bf58dd8d48988d13b941735,654041,0.61197397619359
4bf58dd8d48988d16e941735,645787,0.6042508621999689
4bf58dd8d48988d118951735,630759,0.5901894426341661
54541900498ea6ccd0202697,576924,0.5398170363043153
4bf58dd8d48988d122951735,573862,0.5369519799621215
4bf58dd8d48988d174941735,554560,0.5188914582387301
4bf58dd8d48988d1a0941735,502862,0.4705186029876737
5453de49498eade8af355881,496391,0.4644638088693405
4bf58dd8d48988d10f951735,484736,0.4535584425505068
4bf58dd8d48988d162941735,479590,0.44874342624190816
52f2ab2ebcbc57f1066b8b3f,475956,0.4453431601584554
4bf58dd8d48988d15b941735,473089,0.4426605616825998
4eb1c1623b7b52c0e1adc2ec,461901,0.4321921585616122
4bf58dd8d48988d163941735,459629,0.43006629049842987
4bf58dd8d48988d196941735,452372,0.4232760508265486
52e81612bcbc57f1066b7a3d,450155,0.42120164523848735
4bf58dd8d48988d126941735,449322,0.42042222266074486
4bf58dd8d48988d112951735,433328,0.40545693489554324
4bf58dd8d48988d145941735,431164,0.4034321204198713
4d4b7105d754a06379d81259,415022,0.3883283518125257
4bf58dd8d48988d142941735,413468,0.3868743029700145
4bf58dd8d48988d175941735,401514,0.3756891679227955
58daa1558bbb0b01f18ec1f1,400442,0.37468611749861797
4bf58dd8d48988d1ed941735,398576,0.3729401360699655
4f04aa0c2fb6e1c99f3db0b8,385463,0.3606705463197411
4bf58dd8d48988d110941735,380946,0.35644407359025404
5267e4d9e4b0ec79466e48c8,375489,0.3513380603768799
4bf58dd8d48988d171941735,368896,0.3451691131319146
4bf58dd8d48988d1f9941735,368226,0.3445422066168036
4bf58dd8d48988d10c951735,363970,0.34055994672380013
4bf58dd8d48988d107951735,362214,0.33891689024538985
4bf58dd8d48988d1df931735,361358,0.3381159469962331
545419b1498ea6ccd0202f58,354184,0.3314033688777163
4f04afc02fb6e1c99f3db0bc,349924,0.3274173662592495
4bf58dd8d48988d111941735,349005,0.326557475084045
