layer_name,other_tag_key,count,pct_of_layer
lines,maritime,54,0.02
lines,marked_trail,1,0.0
lines,material,645,0.24
lines,maxaxleload,145,0.05
lines,maxbogieweight,2,0.0
lines,maxheight,1153,0.43
lines,maxheight:above_water,8,0.0
lines,maxheight:marine,8,0.0
lines,maxheight:physical,1,0.0
lines,maxheight:signed,181,0.07
lines,maxlength,41,0.02
lines,maxlength:hgv,2,0.0
lines,maxspeed,50891,18.78
lines,maxspeed:advisory,25,0.01
lines,maxspeed:conditional,165,0.06
lines,maxspeed:forward,5,0.0
lines,maxspeed:practical,134,0.05
lines,maxspeed:sign,140,0.05
lines,maxspeed:signed,6,0.0
lines,maxspeed:type,518,0.19
lines,maxspeed:type:advisory,1,0.0
lines,maxstay,1,0.0
lines,maxweight,402,0.15
lines,maxweight:signed,318,0.12
lines,maxweightrating,4,0.0
lines,maxwidth,8,0.0
lines,military,2,0.0
lines,military_vehicle,2,0.0
lines,min_height,38,0.01
lines,min_level,8,0.0
lines,mofa,151,0.06
lines,mooring,233,0.09
lines,mooring:places,5,0.0
lines,moped,239,0.09
lines,motor_vehicle,5044,1.86
lines,motor_vehicle:conditional,100,0.04
lines,motor_vehicle:forward,3,0.0
lines,motor_vehicle:forward:conditional,2,0.0
lines,motor_vehicle:lanes,21,0.01
lines,motor_vehicle:signed,1,0.0
lines,motorbike,1,0.0
lines,motorcar,784,0.29
lines,motorcycle,295,0.11
lines,motorroad,51,0.02
lines,motorway,5,0.0
lines,mtb,42,0.02
lines,mtb:scale,2740,1.01
lines,mtb:scale:imba,113,0.04
lines,mtb:scale:up,2,0.0
lines,mtb:scale:uphill,169,0.06
lines,mtb:type,117,0.04
lines,mud_slope,1,0.0
lines,name:ang,3,0.0
lines,name:de,17,0.01
lines,name:en,29,0.01
lines,name:es,1,0.0
lines,name:etymology:wikidata,1300,0.48
lines,name:fi,226,0.08
lines,name:fr,2,0.0
lines,name:ja,4,0.0
lines,name:ko,10,0.0
lines,name:sv,220,0.08
lines,narrow,10,0.0
lines,nat_ref,10,0.0
lines,natural,3066,1.13
lines,ncn,8,0.0
lines,netex:quay:id:SE-SL,2,0.0
lines,network,30,0.01
lines,network:metro,2,0.0
lines,network:wikidata,26,0.01
lines,network:wikipedia,2,0.0
lines,nickname,23,0.01
lines,noaddress,3,0.0
lines,noexit,39,0.01
lines,noname,162,0.06
lines,noref,10,0.0
lines,not:network:wikidata,2,0.0
lines,note:bicycle,1,0.0
lines,note:lit,3,0.0
lines,note:sv,1,0.0
lines,note_2,1,0.0
lines,number,1,0.0
lines,numbers,1,0.0
lines,official_name,3,0.0
lines,old_icao,1,0.0
lines,old_name,72,0.03
lines,old_ref,66,0.02
lines,oneway,20486,7.56
lines,oneway:bicycle,857,0.32
lines,oneway:conditional,1,0.0
lines,oneway:foot,6,0.0
lines,oneway:motor_vehicle,1,0.0
lines,oneway:psv,1,0.0
lines,opening_date,75,0.03
lines,opening_hours,20,0.01
lines,opening_hours:bridge_opens,3,0.0
lines,operator,1149,0.42
lines,operator:url,1,0.0
lines,operator:wikidata,6,0.0
lines,osmc:symbol,8,0.0
lines,outdoor,23,0.01
lines,outdoor_area,1,0.0
lines,overtaking,6,0.0
lines,owner,2,0.0
lines,panoramax,2,0.0
lines,panoramax:0,2,0.0
lines,panoramax:1,2,0.0
lines,panoramax:2,2,0.0
lines,panoramax:3,1,0.0
lines,panoramax:4,1,0.0
lines,par,236,0.09
lines,parking,21,0.01
lines,parking:both,1512,0.56
lines,parking:both:access,5,0.0
lines,parking:both:bus,1,0.0
lines,parking:both:charge,4,0.0
lines,parking:both:charge:conditional,4,0.0
lines,parking:both:disabled,1,0.0
lines,parking:both:fee,637,0.24
lines,parking:both:fee:conditional,376,0.14
lines,parking:both:fee:zone,620,0.23
lines,parking:both:markings,3,0.0
lines,parking:both:maxstay,12,0.0
lines,parking:both:maxstay:conditional,1,0.0
lines,parking:both:motorcar,3,0.0
lines,parking:both:orientation,706,0.26
lines,parking:both:restriction,134,0.05
lines,parking:both:restriction:conditional,602,0.22
lines,parking:both:restriction:reason,20,0.01
lines,parking:both:restriction:reason:conditional,584,0.22
lines,parking:both:zone,582,0.21
lines,parking:condition:both,1,0.0
lines,parking:condition:default,1,0.0
lines,parking:condition:left,3,0.0
lines,parking:condition:left:2,1,0.0
lines,parking:condition:left:2:time_interval,1,0.0
lines,parking:condition:left:3,1,0.0
lines,parking:condition:left:3:maxstay,1,0.0
lines,parking:condition:left:capacity,1,0.0
lines,parking:condition:left:capacity:disabled,1,0.0
lines,parking:condition:left:time_interval,1,0.0
lines,parking:condition:left:vehicles,1,0.0
lines,parking:condition:right,3,0.0
lines,parking:condition:right:capacity,2,0.0
lines,parking:condition:right:maxstay,2,0.0
lines,parking:lane:both,6,0.0
lines,parking:lane:both:parallel,3,0.0
lines,parking:lane:left,11,0.0
lines,parking:lane:left:capacity:disabled,2,0.0
lines,parking:lane:left:parallel,3,0.0
lines,parking:lane:right,8,0.0
lines,parking:lane:right:parallel,4,0.0
lines,parking:left,1322,0.49
lines,parking:left:access,123,0.05
lines,parking:left:bus,12,0.0
lines,parking:left:capacity,1,0.0
lines,parking:left:diplomatic,12,0.0
lines,parking:left:disabled,105,0.04
lines,parking:left:fee,352,0.13
lines,parking:left:fee:conditional,216,0.08
lines,parking:left:fee:zone,343,0.13
lines,parking:left:maxstay,20,0.01
lines,parking:left:maxstay:conditional,1,0.0
lines,parking:left:motorcar,1,0.0
lines,parking:left:motorcycle,28,0.01
lines,parking:left:orientation,485,0.18
lines,parking:left:restriction,697,0.26
lines,parking:left:restriction:conditional,453,0.17
lines,parking:left:restriction:reason:conditional,394,0.15
lines,parking:left:restriction:taxi,2,0.0
lines,parking:left:taxi,2,0.0
lines,parking:left:zone,334,0.12
lines,parking:right,1320,0.49
lines,parking:right:access,189,0.07
lines,parking:right:access:conditional,1,0.0
lines,parking:right:bus,6,0.0
lines,parking:right:capacity,2,0.0
lines,parking:right:capacity:disabled,1,0.0
lines,parking:right:diplomatic,8,0.0
lines,parking:right:disabled,171,0.06
lines,parking:right:fee,718,0.26
lines,parking:right:fee:conditional,410,0.15
lines,parking:right:fee:zone,714,0.26
lines,parking:right:markings,5,0.0
lines,parking:right:maxstay,28,0.01
lines,parking:right:maxstay:conditional,5,0.0
lines,parking:right:motorcar,1,0.0
lines,parking:right:motorcycle,52,0.02
lines,parking:right:orientation,882,0.33
lines,parking:right:restriction,363,0.13
lines,parking:right:restriction:conditional,799,0.29
lines,parking:right:restriction:reason,9,0.0
lines,parking:right:restriction:reason:conditional,713,0.26
lines,parking:right:zone,692,0.26
lines,passenger_information_display,2,0.0
lines,passenger_lines,535,0.2
lines,passing,1,0.0
lines,passing_places,10,0.0
lines,path,209,0.08
lines,path_visibility,1,0.0
lines,paved,8,0.0
lines,paving_stones:length,1,0.0
lines,paving_stones:shape,1,0.0
lines,phone,5,0.0
lines,piste:difficulty,20,0.01
lines,piste:grooming,28,0.01
lines,piste:lit,2,0.0
lines,piste:name,1,0.0
lines,piste:type,125,0.05
lines,place,2,0.0
lines,placement,422,0.16
lines,placement:forward,9,0.0
lines,plant:method,3,0.0
lines,plant:output:electricity,2,0.0
lines,plant:source,2,0.0
lines,platform_lift,4,0.0
lines,playground,231,0.09
lines,playground:theme,6,0.0
lines,postal_code,293,0.11
lines,power,1956,0.72
lines,pram,48,0.02
lines,priority,3,0.0
lines,priority_road,123,0.05
lines,proposed,143,0.05
lines,proposed:amenity,1,0.0
lines,proposed:building,7,0.0
lines,proposed:highway,3,0.0
lines,proposed:lanes,3,0.0
lines,proposed:layer,1,0.0
lines,proposed:natural,6,0.0
lines,proposed:place,1,0.0
lines,proposed:railway,19,0.01
lines,proposed:tunnel,1,0.0
lines,psv,607,0.22
lines,psv:forward,3,0.0
lines,psv:lanes,261,0.1
lines,psv:lanes:backward,3,0.0
lines,psv:lanes:forward,16,0.01
lines,public_transport,141,0.05
lines,quality,2,0.0
lines,rail,4,0.0
lines,railings,1,0.0
lines,railway:atc,1171,0.43
lines,railway:bidirectional,804,0.3
lines,railway:ctc,802,0.3
lines,railway:end_date,4,0.0
lines,railway:etcs,817,0.3
lines,railway:preferred_direction,627,0.23
lines,railway:radio,809,0.3
lines,railway:rail,671,0.25
lines,railway:start_date,4,0.0
lines,railway:track_ref,62,0.02
lines,railway:traffic_mode,880,0.32
lines,ramp,3283,1.21
lines,ramp:bicycle,90,0.03
lines,ramp:handrail,1,0.0
lines,ramp:luggage,3,0.0
lines,ramp:material,3,0.0
lines,ramp:note,1,0.0
lines,ramp:railing,2,0.0
lines,ramp:stroller,689,0.25
lines,ramp:surface,2,0.0
lines,ramp:type,1,0.0
lines,ramp:wheelchair,81,0.03
lines,ramp:width,1,0.0
lines,raä:ref,1,0.0
lines,rcn,8,0.0
lines,rcn_ref,30,0.01
lines,ref,5588,2.06
lines,ref:lanes,4,0.0
lines,ref:operator_inventory,100,0.04
lines,reg_ref,917,0.34
lines,removed:building,2,0.0
lines,restriction,8,0.0
lines,roller_coaster,29,0.01
lines,roof:colour,431,0.16
lines,roof:direction,8,0.0
lines,roof:height,268,0.1
lines,roof:levels,83,0.03
lines,roof:material,78,0.03
lines,roof:orientation,261,0.1
lines,roof:shape,539,0.2
lines,roof:type,2,0.0
lines,room,9,0.0
lines,roundtrip,4,0.0
lines,route,261,0.1
lines,ruined:building,1,0.0
lines,ruins,1,0.0
lines,ruins:building,5,0.0
lines,ruins:highway,2,0.0
lines,runway,2,0.0
lines,sac_scale,544,0.2
lines,seamark:bridge:category,2,0.0
lines,seamark:bridge:clearance_height,1,0.0
lines,seamark:bridge:clearance_height_closed,1,0.0
lines,seamark:bridge:clearance_width,1,0.0
lines,seamark:cable_submarine:category,13,0.0
lines,seamark:information,1,0.0
lines,seamark:navigation_line:category,1,0.0
lines,seamark:navigation_line:orientation,1,0.0
lines,seamark:obstruction:category,1,0.0
lines,seamark:restricted_area:restriction,1,0.0
lines,seamark:shoreline_construction:category,8,0.0
lines,seamark:shoreline_construction:water_level,8,0.0
lines,seamark:small_craft_facility:category,7,0.0
lines,seamark:status,1,0.0
lines,seamark:type,74,0.03
lines,seasonal,45,0.02
lines,seats,1,0.0
lines,segregated,10051,3.71
lines,separated,1,0.0
lines,separation,5,0.0
lines,separation:left,26,0.01
lines,separation:right,10,0.0
lines,service,22892,8.45
lines,service_times,1,0.0
lines,shelter,84,0.03
lines,shoulder,255,0.09
lines,shoulder:right,18,0.01
lines,sidewalk,6548,2.42
lines,sidewalk:both,425,0.16
lines,sidewalk:both:bicycle,3,0.0
lines,sidewalk:both:kerb,1,0.0
lines,sidewalk:both:smoothness,3,0.0
lines,sidewalk:both:surface,699,0.26
lines,sidewalk:both:width,6,0.0
lines,sidewalk:left,970,0.36
lines,sidewalk:left:bicycle,2,0.0
lines,sidewalk:left:kerb,1,0.0
lines,sidewalk:left:mofa,2,0.0
lines,sidewalk:left:surface,101,0.04
lines,sidewalk:left:width,3,0.0
lines,sidewalk:right,982,0.36
lines,sidewalk:right:bicycle,1,0.0
lines,sidewalk:right:kerb,6,0.0
lines,sidewalk:right:smoothness,1,0.0
lines,sidewalk:right:surface,152,0.06
lines,sidewalk:right:width,2,0.0
lines,size,37,0.01
lines,skateboard,2,0.0
lines,ski,51,0.02
lines,smoking,1,0.0
lines,smoothness,7572,2.79
lines,snowmobile,19,0.01
lines,snowplowing,410,0.15
lines,source:access,6,0.0
lines,source:alt_name,1,0.0
lines,source:cycleway:width,70,0.03
lines,source:geometry,1,0.0
lines,source:height,1,0.0
lines,source:lake,2,0.0
lines,source:maxheight,3,0.0
lines,source:maxspeed,130,0.05
lines,source:name,200,0.07
lines,source:url,1,0.0
lines,source:website,3,0.0
lines,source:width,427,0.16
lines,source_ref,40,0.01
lines,species,1,0.0
lines,sport,97,0.04
lines,stairs,9,0.0
lines,start_date,285,0.11
lines,station,2,0.0
lines,steep,2,0.0
lines,step:height,4,0.0
lines,step_count,2629,0.97
lines,step_length,1,0.0
lines,steps,30,0.01
lines,street_cabinet,1,0.0
lines,stroller,87,0.03
lines,submarine,3,0.0
lines,subsea,7,0.0
lines,substance,17,0.01
lines,substation,49,0.02
lines,subway,3,0.0
lines,supervised,2,0.0
lines,surface,110204,40.67
lines,surface:backward,1,0.0
lines,surface:grade,1,0.0
lines,surface:material,4,0.0
lines,surface:note,22,0.01
lines,surface:paved,3,0.0
lines,surface:smoothness,3,0.0
lines,surveillance,7,0.0
lines,surveillance:type,7,0.0
lines,survey:date,37,0.01
lines,swimming_pool,4,0.0
lines,symbol,15,0.01
lines,symbol:url,4,0.0
lines,tactile_paving,2193,0.81
lines,tactile_writing,4,0.0
lines,tactile_writing:braille:sv,14,0.01
lines,tank,2,0.0
lines,taxi,80,0.03
lines,taxi:lanes:forward,1,0.0
lines,tee,5,0.0
lines,toilets:disposal,3,0.0
lines,toilets:hands_drying,1,0.0
lines,toilets:handwashing,3,0.0
lines,toilets:paper_supplied,3,0.0
lines,toilets:position,1,0.0
lines,toll,46,0.02
lines,toll:bicycle,1,0.0
lines,toll:foot,1,0.0
lines,toll:moped,1,0.0
lines,tourism,7,0.0
lines,tower:construction,2,0.0
lines,tower:type,21,0.01
lines,track_detail,76,0.03
lines,tracks,798,0.29
lines,tracktype,2089,0.77
lines,traffic_calming,63,0.02
lines,traffic_sign,8,0.0
lines,traffic_signals,1,0.0
lines,traffic_signals:direction,1,0.0
lines,traffic_signals:sound,26,0.01
lines,traffic_signals:vibration,14,0.01
lines,trail_visibility,1809,0.67
lines,trailblazed,54,0.02
lines,train,3,0.0
lines,tram,7,0.0
lines,transformer,1,0.0
lines,transparency,2,0.0
lines,transport,1,0.0
lines,trees,13,0.0
lines,tunnel,5843,2.16
lines,tunnel:name,7,0.0
lines,tunnel:wikidata,1,0.0
lines,tunnel:wikipedia,3,0.0
lines,turn,1,0.0
lines,turn:lanes,1327,0.49
lines,turn:lanes:backward,30,0.01
lines,turn:lanes:forward,45,0.02
lines,two_sided,1,0.0
lines,type,167,0.06
lines,unisex,1,0.0
lines,unsigned_ref,17,0.01
lines,unused_name,1,0.0
lines,url,29,0.01
lines,usage,804,0.3
lines,utility,4,0.0
lines,vehicle,483,0.18
lines,vehicle:conditional,3,0.0
lines,vehicle:lanes,5,0.0
lines,viewpoint,1,0.0
lines,visibility,2,0.0
lines,voltage,3110,1.15
lines,wall,156,0.06
lines,was:amenity,3,0.0
lines,was:building,2,0.0
lines,was:highway,3,0.0
lines,was:landuse,1,0.0
lines,was:leisure,1,0.0
lines,water,28,0.01
lines,website,169,0.06
lines,wetland,1,0.0
lines,wheelchair,1135,0.42
lines,wheelchair:description,12,0.0
lines,width,4513,1.67
lines,wikidata,6111,2.26
lines,wikimedia_commons,26,0.01
lines,wikipedia,5947,2.19
lines,wikipedia:en,1,0.0
lines,wikipedia:sv,8,0.0
lines,winter,30,0.01
lines,winter:ramp,1,0.0
lines,winter_maintenance,1,0.0
lines,winter_road,2,0.0
lines,winter_service,79,0.03
lines,wires,217,0.08
lines,workrules,780,0.29
lines,xcski,3,0.0
multilinestrings,access,9,0.37
multilinestrings,alt_name,9,0.37
multilinestrings,ascent,3,0.12
multilinestrings,bicycle,71,2.89
multilinestrings,by_night,1,0.04
multilinestrings,check_date,51,2.08
multilinestrings,coach,4,0.16
multilinestrings,colour,811,33.01
multilinestrings,colour:back,2,0.08
multilinestrings,comment,13,0.53
multilinestrings,complete,1,0.04
multilinestrings,construction:route,1,0.04
multilinestrings,cross_country_ski,1,0.04
multilinestrings,descent,3,0.12
multilinestrings,description,67,2.73
multilinestrings,description:de,1,0.04
multilinestrings,description:en,2,0.08
multilinestrings,description:se,2,0.08
multilinestrings,designation,2,0.08
multilinestrings,direction,1,0.04
multilinestrings,distance,242,9.85
multilinestrings,duration,24,0.98
multilinestrings,electrified,1,0.04
multilinestrings,fee,7,0.28
multilinestrings,ferry,1,0.04
multilinestrings,foot,68,2.77
multilinestrings,from,1748,71.14
multilinestrings,from:da,4,0.16
multilinestrings,from:en,4,0.16
multilinestrings,from:fi,4,0.16
multilinestrings,from:sv,4,0.16
multilinestrings,hail_and_ride,2,0.08
multilinestrings,hgv,20,0.81
multilinestrings,highway,1,0.04
multilinestrings,hiking,1,0.04
multilinestrings,horse,2,0.08
multilinestrings,image,3,0.12
multilinestrings,incline,3,0.12
multilinestrings,int_name,1,0.04
multilinestrings,int_ref,2,0.08
multilinestrings,internet_access,2,0.08
multilinestrings,internet_access:fee,2,0.08
multilinestrings,interval,83,3.38
multilinestrings,interval:afternoon,1,0.04
multilinestrings,interval:evening,51,2.08
multilinestrings,interval:midday,4,0.16
multilinestrings,interval:morning,1,0.04
multilinestrings,interval:night,12,0.49
multilinestrings,interval:peak,21,0.85
multilinestrings,interval:saturday,13,0.53
multilinestrings,interval:sunday,13,0.53
multilinestrings,interval:weekend,31,1.26
multilinestrings,interval:weekend:night,2,0.08
multilinestrings,length,12,0.49
multilinestrings,line,6,0.24
multilinestrings,lit,14,0.57
multilinestrings,mapillary,1,0.04
multilinestrings,marked_trail,1,0.04
multilinestrings,marker,1,0.04
multilinestrings,motor_vehicle,58,2.36
multilinestrings,mtb:scale,63,2.56
multilinestrings,mtb:scale:imba,1,0.04
multilinestrings,mtb:type,33,1.34
multilinestrings,name:da,10,0.41
multilinestrings,name:de,20,0.81
multilinestrings,name:en,34,1.38
multilinestrings,name:fi,54,2.2
multilinestrings,name:ga,3,0.12
multilinestrings,name:nb,3,0.12
multilinestrings,name:nl,2,0.08
multilinestrings,name:ru,1,0.04
multilinestrings,name:sv,76,3.09
multilinestrings,name_alt,1,0.04
multilinestrings,network,2237,91.05
multilinestrings,network:metro,30,1.22
multilinestrings,network:type,30,1.22
multilinestrings,network:website,2,0.08
multilinestrings,network:wikidata,1565,63.7
multilinestrings,network:wikipedia,363,14.77
multilinestrings,noref,2,0.08
multilinestrings,old:route,1,0.04
multilinestrings,old_name,1,0.04
multilinestrings,old_ref,2,0.08
multilinestrings,oneway,8,0.33
multilinestrings,opening_hours,2,0.08
multilinestrings,operator,427,17.38
multilinestrings,operator:short,29,1.18
multilinestrings,operator:website,1,0.04
multilinestrings,operator:wikidata,33,1.34
multilinestrings,operator:wikipedia,13,0.53
multilinestrings,osmc:symbol,289,11.76
multilinestrings,piste:difficulty,4,0.16
multilinestrings,piste:grooming,4,0.16
multilinestrings,piste:lit,1,0.04
multilinestrings,piste:oneway,3,0.12
multilinestrings,piste:type,34,1.38
multilinestrings,planned:route,4,0.16
multilinestrings,public_transport:version,1643,66.87
multilinestrings,ref,1909,77.7
multilinestrings,ref:Flixbus,2,0.08
multilinestrings,ref:Samtrafiken,8,0.33
multilinestrings,ref:no,2,0.08
multilinestrings,ref:se,2,0.08
multilinestrings,ref:signed,1,0.04
multilinestrings,ref:sv,1,0.04
multilinestrings,roundtrip,189,7.69
multilinestrings,route,2449,99.67
multilinestrings,sac_scale,8,0.33
multilinestrings,section,4,0.16
multilinestrings,service,40,1.63
multilinestrings,signed_direction,9,0.37
multilinestrings,smoothness,2,0.08
multilinestrings,socket:schuko,2,0.08
multilinestrings,source:url,3,0.12
multilinestrings,sport,2,0.08
multilinestrings,stage,1,0.04
multilinestrings,state,22,0.9
multilinestrings,surface,7,0.28
multilinestrings,survey:date,1,0.04
multilinestrings,symbol,72,2.93
multilinestrings,symbol:sv,4,0.16
multilinestrings,symbol:url,12,0.49
multilinestrings,to,1735,70.61
multilinestrings,to:da,4,0.16
multilinestrings,to:en,4,0.16
multilinestrings,to:fi,4,0.16
multilinestrings,to:sv,4,0.16
multilinestrings,toilets,2,0.08
multilinestrings,toilets:wheelchair,2,0.08
multilinestrings,toll,5,0.2
multilinestrings,tracktype,1,0.04
multilinestrings,trail_visibility,5,0.2
multilinestrings,url,6,0.24
multilinestrings,usage,1,0.04
multilinestrings,via,247,10.05
multilinestrings,visibility,1,0.04
multilinestrings,website,124,5.05
multilinestrings,website:en,1,0.04
multilinestrings,website:folder,1,0.04
multilinestrings,website:map,1,0.04
multilinestrings,wheelchair,18,0.73
multilinestrings,wiki:symbol,2,0.08
multilinestrings,wikidata,128,5.21
multilinestrings,wikimedia_commons,3,0.12
multilinestrings,wikipedia,56,2.28
multipolygons,KNKOD,13,0.0
multipolygons,NVRID,2,0.0
multipolygons,SjöID,1,0.0
multipolygons,abandoned,16,0.0
multipolygons,abandoned:amenity,1,0.0
multipolygons,abandoned:building,6,0.0
multipolygons,abandoned:leisure,1,0.0
multipolygons,abandoned:military,1,0.0
multipolygons,access,8283,1.84
multipolygons,access:conditional,16,0.0
multipolygons,accuracy,1,0.0
multipolygons,addr2:country,2,0.0
multipolygons,addr2:housenumber,22,0.0
multipolygons,addr2:street,21,0.0
multipolygons,addr:city,90002,19.99
multipolygons,addr:country,112348,24.96
multipolygons,addr:floor,4,0.0
multipolygons,addr:full,1,0.0
multipolygons,addr:hamlet,58,0.01
multipolygons,addr:housename,115,0.03
multipolygons,addr:housenumber,121321,26.95
multipolygons,addr:inclusion,28,0.01
multipolygons,addr:interpolation,28,0.01
multipolygons,addr:place,659,0.15
multipolygons,addr:postcode,85498,18.99
multipolygons,addr:source,918,0.2
multipolygons,addr:street,121701,27.03
multipolygons,addr:suburb,13,0.0
multipolygons,addr:unit,404,0.09
multipolygons,addr:village,30,0.01
multipolygons,aerialway,1,0.0
multipolygons,aerodrome,2,0.0
multipolygons,aerodrome:type,1,0.0
multipolygons,age,1,0.0
multipolygons,age_group,1,0.0
multipolygons,air_conditioning,6,0.0
multipolygons,al_fresco,5,0.0
multipolygons,alt,1,0.0
multipolygons,alt_name,211,0.05
multipolygons,alt_name:de,2,0.0
multipolygons,alt_name:en,2,0.0
multipolygons,alt_name:es,7,0.0
multipolygons,alt_name:fi,1,0.0
multipolygons,alt_name:sv,1,0.0
multipolygons,amenity_1,1,0.0
multipolygons,animal,28,0.01
multipolygons,animal_boarding,1,0.0
multipolygons,animal_keeping,56,0.01
multipolygons,animal_keeping:type,22,0.0
multipolygons,animal_shelter,2,0.0
multipolygons,animal_training,2,0.0
multipolygons,announcement,6,0.0
multipolygons,app:apple,1,0.0
multipolygons,app:google,1,0.0
multipolygons,archaeological_site,26,0.01
multipolygons,architect,171,0.04
multipolygons,architect:wikidata,38,0.01
multipolygons,architect:wikipedia,1,0.0
multipolygons,area:highway,11,0.0
multipolygons,armrest,1,0.0
multipolygons,artist:wikidata,1,0.0
multipolygons,artist:wikipedia,1,0.0
multipolygons,artist_name,16,0.0
multipolygons,artwork_type,19,0.0
multipolygons,athletics,68,0.02
multipolygons,attraction,56,0.01
multipolygons,authentication:disc,6,0.0
multipolygons,automated,15,0.0
multipolygons,baby,1,0.0
multipolygons,backcountry,3,0.0
multipolygons,backrest,15,0.0
multipolygons,bar,6,0.0
multipolygons,basilica,2,0.0
multipolygons,basin,9,0.0
multipolygons,bath:open_air,8,0.0
multipolygons,bath:sand_bath,6,0.0
multipolygons,bath:type,3,0.0
multipolygons,beauty,1,0.0
multipolygons,beds,2,0.0
multipolygons,bell_tower,3,0.0
multipolygons,bench,264,0.06
multipolygons,bicycle,54,0.01
multipolygons,bicycle_parking,365,0.08
multipolygons,big_swing,2,0.0
multipolygons,bin,224,0.05
multipolygons,blind,7,0.0
multipolygons,bmx,1,0.0
multipolygons,boat,16,0.0
multipolygons,boules,6,0.0
multipolygons,branch,23,0.01
multipolygons,brand,406,0.09
multipolygons,brand:en,1,0.0
multipolygons,brand:wikidata,374,0.08
multipolygons,brand:wikipedia,215,0.05
multipolygons,brand:zh,1,0.0
multipolygons,brewery,1,0.0
multipolygons,bridge,29,0.01
multipolygons,bridge:structure,15,0.0
multipolygons,bridge:support,3,0.0
multipolygons,builder,2,0.0
multipolygons,building:architecture,48,0.01
multipolygons,building:cladding,1,0.0
multipolygons,building:colour,6789,1.51
multipolygons,building:facade:colour,235,0.05
multipolygons,building:facade:material,221,0.05
multipolygons,building:flats,36,0.01
multipolygons,building:levels,44160,9.81
multipolygons,building:levels:aboveground,7,0.0
multipolygons,building:levels:underground,33,0.01
multipolygons,building:material,5098,1.13
multipolygons,building:material:concrete,1,0.0
multipolygons,building:max_level,1,0.0
multipolygons,building:min_level,103,0.02
multipolygons,building:name,1,0.0
multipolygons,building:part,75,0.02
multipolygons,building:parts,3,0.0
multipolygons,building:prefabricated,2,0.0
multipolygons,building:roof:colour,25,0.01
multipolygons,building:roof:shape,19,0.0
multipolygons,building:source,1040,0.23
multipolygons,building:type,2,0.0
multipolygons,building:use,488,0.11
multipolygons,building:wikidata,1,0.0
multipolygons,building:wikipedia,1,0.0
multipolygons,building_type,46,0.01
multipolygons,built,2,0.0
multipolygons,bunker_type,2,0.0
multipolygons,bus,6,0.0
multipolygons,cabins,1,0.0
multipolygons,cafe,2,0.0
multipolygons,camp_site,1,0.0
multipolygons,canoe,2,0.0
multipolygons,capacity,1531,0.34
multipolygons,capacity:car,1,0.0
multipolygons,capacity:cargo_bike,1,0.0
multipolygons,capacity:charging,8,0.0
multipolygons,capacity:disabled,289,0.06
multipolygons,capacity:parent,28,0.01
multipolygons,capacity:persons,1,0.0
multipolygons,capacity:women,28,0.01
multipolygons,car_rental,1,0.0
multipolygons,caravans,8,0.0
multipolygons,cargo,1,0.0
multipolygons,cargo_bike,2,0.0
multipolygons,carpool,1,0.0
multipolygons,cash_withdrawal:fee,1,0.0
multipolygons,castle_type,28,0.01
multipolygons,cemetery,1,0.0
multipolygons,changing_table,32,0.01
multipolygons,changing_table:location,3,0.0
multipolygons,charge,37,0.01
multipolygons,charge:conditional,7,0.0
multipolygons,check_date,993,0.22
multipolygons,check_date:capacity,21,0.0
multipolygons,check_date:fee,7,0.0
multipolygons,check_date:lit,2,0.0
multipolygons,check_date:opening_hours,54,0.01
multipolygons,check_date:shelter,12,0.0
multipolygons,check_date:smoothness,3,0.0
multipolygons,check_date:surface,7,0.0
multipolygons,check_date:wheelchair,4,0.0
multipolygons,church,1,0.0
multipolygons,climbing,3,0.0
multipolygons,climbing:grade:french,1,0.0
multipolygons,closed,1,0.0
multipolygons,closest_town,1,0.0
multipolygons,clothes,2,0.0
multipolygons,club,31,0.01
multipolygons,colour,44,0.01
multipolygons,colour:paint,1,0.0
multipolygons,comment,8,0.0
multipolygons,commercial,2,0.0
multipolygons,communication:amateur_radio:pota,8,0.0
multipolygons,community_centre,35,0.01
multipolygons,community_centre:for,6,0.0
multipolygons,compressed_air,32,0.01
multipolygons,constructed,2,0.0
multipolygons,construction,133,0.03
multipolygons,construction:amenity,2,0.0
multipolygons,construction:public_transport,8,0.0
multipolygons,construction:railway,8,0.0
multipolygons,construction:veterinary,1,0.0
multipolygons,construction_date,11,0.0
multipolygons,consulate,1,0.0
multipolygons,contact:address,2,0.0
multipolygons,contact:email,88,0.02
multipolygons,contact:facebook,25,0.01
multipolygons,contact:fax,5,0.0
multipolygons,contact:instagram,12,0.0
multipolygons,contact:phone,120,0.03
multipolygons,contact:street,2,0.0
multipolygons,contact:twitter,1,0.0
multipolygons,contact:website,119,0.03
multipolygons,containers,2,0.0
multipolygons,content,12,0.0
multipolygons,country,18,0.0
multipolygons,county,1,0.0
multipolygons,covered,486,0.11
multipolygons,crane:type,1,0.0
multipolygons,crop,3,0.0
multipolygons,cuisine,159,0.04
multipolygons,cycleway,1,0.0
multipolygons,cycling,4,0.0
multipolygons,dance:style,1,0.0
multipolygons,dance:teaching,1,0.0
multipolygons,date_start,1,0.0
multipolygons,delivery,10,0.0
multipolygons,demolished,1,0.0
multipolygons,demolished:building,7,0.0
multipolygons,denomination,270,0.06
multipolygons,denotation,2,0.0
multipolygons,departures_board,113,0.03
multipolygons,depot,12,0.0
multipolygons,depot:type,1,0.0
multipolygons,depth,3,0.0
